question_E,query,question_VN
How many paragraphs in total?,SELECT count(*) FROM Paragraphs,Tổng cộng có bao nhiêu đoạn?
Count the number of paragraphs.,SELECT count(*) FROM Paragraphs,Đếm số lượng đoạn văn.
How many paragraphs for the document with name 'Summer Show'?,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',Có bao nhiêu đoạn văn cho tài liệu có tên 'Summer Show'?
Count the number of paragraphs in the document named 'Summer Show'.,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',Đếm số lượng các đoạn trong tài liệu có tên là 'Summer Show'.
Show paragraph details for paragraph with text 'Korea ' .,select other_details from paragraphs where paragraph_text like 'korea',Hiển thị chi tiết đoạn văn cho đoạn văn với văn bản 'Hàn Quốc'.
What are the details for the paragraph that includes the text 'Korea ' ?,select other_details from paragraphs where paragraph_text like 'korea',Các chi tiết cho đoạn văn bao gồm văn bản 'Hàn Quốc' là gì?
Show all paragraph ids and texts for the document with name 'Welcome to NY'.,"SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'",Hiển thị tất cả các ID và văn bản đoạn văn cho tài liệu có tên 'Chào mừng bạn đến NY'.
What are the ids and texts of paragraphs in the document titled 'Welcome to NY'?,"SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'",ID và văn bản của các đoạn văn trong tài liệu có tiêu đề 'Chào mừng bạn đến NY' là gì?
"Show all paragraph texts for the document ""Customer reviews"".","SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""","Hiển thị tất cả các văn bản đoạn văn cho tài liệu ""Đánh giá khách hàng""."
What are the paragraph texts for the document with the name 'Customer reviews'?,"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""",Các văn bản đoạn văn cho tài liệu với tên 'đánh giá khách hàng' là gì?
Show all document ids and the number of paragraphs in each document. Order by document id.,"SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id",Hiển thị tất cả ID tài liệu và số lượng đoạn trong mỗi tài liệu. Đặt hàng theo ID tài liệu.
"Return the different document ids along with the number of paragraphs corresponding to each, ordered by id.","SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id","Trả về các ID tài liệu khác nhau cùng với số lượng các đoạn tương ứng với từng đoạn, được đặt hàng bởi ID."
"Show all document ids, names and the number of paragraphs in each document.","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","Hiển thị tất cả ID tài liệu, tên và số lượng đoạn trong mỗi tài liệu."
"What are the ids and names of each document, as well as the number of paragraphs in each?","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","ID và tên của mỗi tài liệu, cũng như số lượng đoạn văn trong mỗi tài liệu là gì?"
List all document ids with at least two paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,Liệt kê tất cả các ID tài liệu với ít nhất hai đoạn văn.
What are the ids of documents that have 2 or more paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,ID ID của các tài liệu có 2 hoặc nhiều đoạn văn là gì?
What is the document id and name with greatest number of paragraphs?,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1",ID tài liệu và tên với số lượng lớn nhất các đoạn văn là gì?
Return the id and name of the document with the most paragraphs.,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1",Trả về ID và tên của tài liệu với nhiều đoạn nhất.
What is the document id with least number of paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,ID tài liệu có số lượng đoạn văn ít nhất là gì?
Return the id of the document with the fewest paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,Trả về ID của tài liệu với các đoạn văn ít nhất.
What is the document id with 1 to 2 paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,ID tài liệu với 1 đến 2 đoạn là gì?
Give the ids of documents that have between one and two paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,Cung cấp ID của các tài liệu có từ một đến hai đoạn văn.
Show the document id with paragraph text 'Brazil' and 'Ireland'.,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',Hiển thị ID tài liệu với văn bản đoạn văn 'Brazil' và 'Ireland'.
What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',ID ID của các tài liệu chứa văn bản đoạn văn 'Brazil' và 'Ireland' là gì?
How many teachers are there?,SELECT count(*) FROM teacher,Có bao nhiêu giáo viên?
What is the total count of teachers?,SELECT count(*) FROM teacher,Tổng số giáo viên là bao nhiêu?
List the names of teachers in ascending order of age.,SELECT Name FROM teacher ORDER BY Age ASC,Liệt kê tên của giáo viên theo thứ tự tăng dần của tuổi.
What are the names of the teachers ordered by ascending age?,SELECT Name FROM teacher ORDER BY Age ASC,Tên của các giáo viên được đặt hàng theo tuổi tăng dần là gì?
What are the age and hometown of teachers?,"SELECT Age ,  Hometown FROM teacher",Tuổi và quê hương của giáo viên là gì?
What is the age and hometown of every teacher?,"SELECT Age ,  Hometown FROM teacher",Tuổi và quê hương của mỗi giáo viên là gì?
List the name of teachers whose hometown is not `` Little Lever Urban District '' .,"select name from teacher where hometown != ""little lever urban district""",Liệt kê tên của các giáo viên có quê hương không phải là '`Little Lever Urban District' '.
What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ?,"select name from teacher where hometown != ""little lever urban district""",Tên của các giáo viên có quê hương không phải là '' Quận đô thị nhỏ ''?
Show the name of teachers aged either 32 or 33?,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,Hiển thị tên của các giáo viên ở độ tuổi 32 hoặc 33?
What are the names of the teachers who are aged either 32 or 33?,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,Tên của các giáo viên ở độ tuổi 32 hoặc 33 là gì?
What is the hometown of the youngest teacher?,SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,Quê hương của giáo viên trẻ nhất là gì?
Where is the youngest teacher from?,SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,Giáo viên trẻ nhất đến từ đâu?
Show different hometown of teachers and the number of teachers from each hometown.,"SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown",Hiển thị quê hương khác nhau của giáo viên và số lượng giáo viên từ mỗi quê hương.
"For each hometown, how many teachers are there?","SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown","Đối với mỗi quê hương, có bao nhiêu giáo viên?"
List the most common hometown of teachers.,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,Liệt kê quê hương phổ biến nhất của giáo viên.
What is the most commmon hometowns for teachers?,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,Những người trong quê hương nhất cho giáo viên là gì?
Show the hometowns shared by at least two teachers.,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*)  >=  2,Hiển thị quê hương được chia sẻ bởi ít nhất hai giáo viên.
What are the towns from which at least two teachers come from?,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*)  >=  2,Các thị trấn mà ít nhất hai giáo viên đến từ đó là gì?
Show names of teachers and the courses they are arranged to teach.,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID",Hiển thị tên của giáo viên và các khóa học họ được sắp xếp để dạy.
What is the name of each teacher and what course they teach?,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID",Tên của mỗi giáo viên là gì và khóa học họ dạy gì?
Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name.,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name",Hiển thị tên của giáo viên và các khóa học mà họ được sắp xếp để dạy theo thứ tự chữ cái tăng dần của tên giáo viên.
What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher?,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name",Tên của các giáo viên và các khóa học họ dạy theo thứ tự bảng chữ cái theo tên của giáo viên là gì?
Show the name of the teacher for the math course.,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",Hiển thị tên của giáo viên cho khóa học toán.
What are the names of the people who teach math courses?,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",Tên của những người dạy các khóa học toán là gì?
Show names of teachers and the number of courses they teach.,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name",Hiển thị tên của giáo viên và số lượng các khóa học họ dạy.
What are the names of the teachers and how many courses do they teach?,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name",Tên của các giáo viên là gì và họ dạy bao nhiêu khóa học?
Show names of teachers that teach at least two courses.,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,Hiển thị tên của giáo viên dạy ít nhất hai khóa học.
What are the names of the teachers who teach at least two courses?,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,Tên của các giáo viên dạy ít nhất hai khóa học là gì?
